gene id,name,3018_5139jL11HMBYSc6ab35_15_8_rem_of_zooids_StageA1to2,2372_5432b1_zooid_naive_stageAtoB,HISeq-Sample_944axbyd196-10,Hm9axByd196.6_4_219_2,2061_L11HMBY15xSC6ab_24_2_zooids,HISeq-Sample_bot_cDNA_15,2336_5139jL11HMBYSc6ab_15_9_vs_944axBYd196_6_4_101,2619_chimera_5432b_vs_5423b_zooid_StageA2,2626_chimera_5432b_vs_5423b_zooid_StageA2,2627_chimera_5432b_vs_5423b_zooid_StageA2,2662_HM9axBYd196_6_4_202_vs_944axBYd196_6_4_103,2390_chimera_L11HM9abld196_4_15_93_vs_944axbyd196_6_4_zooid_without_test,3562_5606b_vs_L11HMBY15xSC6ab_24_6
g66303.t1,g66303,2,0,0,0,0,0,0,0,0,0,0,0,0
g66304.t1,g66304,2,0,0,0,8,8,0,6,0,0,0,2,0
g66305.t1,g66305,2,0,2,0,0,8,0,2,0,0,0,8,0
g66306.t1,g66306,2,6,4,28,2,18,0,8,0,2,4,13,2
g66307.t1,g66307,34,9,8,10,6,70,8,10,6,19,14,58,13
g66308.t1,198434140,46,50,2,10,2,105,10,18,50,56,20,12,16
g66309.t1,g66309,114,46,16,28,8,69,12,106,42,77,22,72,77
g6631.t1,g6631,205,106,4,47,41,175,76,126,47,82,64,258,137
g66310.t1,g66310,2,6,0,0,0,2,0,2,8,0,2,0,2
g66311.t1,g66311,6,5,0,0,0,10,4,24,4,2,1,2,2
g66312.t1,Ppp1r37,200,12,7,28,95,32,60,120,65,38,19,100,117
g66313.t1,g66313,0,0,0,2,0,0,0,0,2,0,2,0,2
g66314.t1,g66314,44,65,7,16,22,159,30,122,11,58,58,288,162
g66315.t1,g66315,14,20,10,22,23,20,30,142,12,56,54,78,67
g66316.t1,g66316,6,0,0,0,0,12,0,2,0,0,2,9,4
g66317.t1,g66317,10,4,5,0,9,20,4,14,4,10,4,10,14
g66318.t1,SCN8A,84,63,14,14,0,79,6,46,44,27,6,39,39
g66319.t1,g66319,16,2,0,1,2,2,7,38,10,25,10,39,28
g6632.t1,g6632,84,113,14,86,54,106,72,182,66,130,101,213,146
g66320.t1,g66320,26,12,6,4,2,27,0,33,0,15,0,26,2
g66321.t1,g66321,182,16,2,2,0,84,28,27,6,8,2,30,4
g66322.t1,g66322,2,34,2,2,0,10,2,10,4,10,6,2,8
g66323.t1,LTBP2,0,0,2,0,0,8,0,0,0,0,0,6,0
g66324.t1,260786739,4,3,0,2,0,3,0,0,2,0,0,0,0
g66325.t1,Mettl19,52,110,17,43,42,53,22,164,46,76,78,120,107
g66326.t1,g66326,66,49,17,34,14,90,43,104,38,43,24,153,104
g66327.t1,g66327,62,18,3,32,17,89,19,60,22,38,10,28,18
g66328.t1,g66328,62,2,13,24,16,34,6,65,30,22,24,171,80
g66329.t1,g66329,4,2,0,4,6,49,0,8,2,2,6,31,4
g6633.t1,g6633,48,30,78,26,20,162,24,72,56,112,26,40,78
g66330.t1,g66330,34,20,1,10,6,8,13,13,8,19,22,65,32
g66331.t1,g66331,193,18,6,47,35,150,58,59,8,22,51,65,71
g66332.t1,DCAF11,92,6,14,59,32,37,38,35,34,32,24,44,71
g66333.t1,g66333,0,0,0,0,0,4,4,0,0,0,3,10,0
g66334.t1,g66334,4,0,0,0,0,0,0,0,0,0,0,0,0
g66335.t1,g66335,20,16,0,0,14,4,8,40,6,3,0,36,33
g66336.t1,g66336,8,2,11,2,12,29,4,36,4,10,8,35,26
g66337.t1,g66337,4,0,4,2,4,22,0,6,0,4,0,16,6
g66338.t1,Scn4a,44,14,9,18,2,26,2,66,24,58,22,41,66
g66339.t1,SCN1A,40,0,2,4,0,8,4,30,12,59,4,36,86
g6634.t1,g6634,0,6,0,0,0,4,0,2,0,0,0,0,0
g66340.t1,g66340,16,0,0,10,41,64,0,2,6,0,0,2,22
g66341.t1,g66341,101,100,27,70,29,181,70,97,29,64,78,201,111
g66342.t1,g66342,6,16,6,2,20,16,0,26,0,2,13,6,18
g66343.t1,198434020,44,2,13,16,34,30,2,28,16,20,14,56,38
g66344.t1,Msantd3,6,2,6,18,11,8,0,18,6,8,2,22,6
g66345.t1,STIP1,70,72,47,93,99,82,11,91,56,73,96,157,180
g66346.t1,Acsf2,86,18,30,26,2,83,40,243,88,116,106,298,192
g66347.t1,g66347,54,8,10,18,0,96,4,10,2,2,26,52,55
g66348.t1,Ptprj,38,0,5,28,0,84,18,9,6,0,1,24,28
g66349.t1,g66349,20,97,0,27,4,37,6,43,8,9,12,72,31
g6635.t1,g6635,89,46,29,36,130,131,26,183,80,59,29,153,119
g66350.t1,g66350,63,8,2,4,2,30,13,37,30,44,5,48,7
g66351.t1,g66351,0,0,0,0,0,0,0,0,0,0,0,0,0
g66352.t1,g66352,28,4,0,14,8,33,4,4,2,2,7,10,2
g66353.t1,g66353,2,0,0,2,2,4,0,24,2,10,2,36,24
g66354.t1,g66354,30,10,4,10,10,10,26,28,4,12,8,8,10
g66355.t1,g66355,86,152,42,70,26,114,4,186,74,141,70,76,64
g66356.t1,g66356,16,2,0,0,0,6,2,5,0,0,0,18,11
g66357.t1,g66357,4,3,0,4,0,4,5,22,4,2,2,2,0
g66358.t1,g66358,20,51,2,10,6,39,27,41,10,4,17,38,16
g66359.t1,g66359,14,47,6,18,0,81,0,48,32,31,0,56,14
g6636.t1,Gstm1,0,0,17,2,12,2,0,0,0,0,30,14,22
g66360.t1,g66360,32,28,0,0,4,46,2,25,4,17,0,0,9
g66361.t1,g66361,26,0,0,0,0,22,0,15,7,10,6,30,6
g66362.t1,g66362,52,10,0,0,6,12,0,10,2,0,0,18,4
g66363.t1,Mylip,156,53,6,12,38,239,82,172,79,132,37,176,237
g66364.t1,g66364,2,4,2,0,2,8,0,12,6,2,2,39,6
g66365.t1,g66365,0,0,0,0,0,0,0,0,0,0,0,4,2
g66366.t1,g66366,6,18,0,2,0,2,0,8,0,0,0,0,0
g66367.t1,g66367,18,0,0,0,0,14,0,6,4,0,3,0,2
g66368.t1,g66368,48,24,0,10,0,49,4,36,5,10,2,13,11
g66369.t1,g66369,0,2,0,0,0,8,0,2,0,0,0,0,0
g6637.t1,g6637,12,64,1,5,25,28,12,22,2,30,13,25,10
g66370.t1,g66370,2,4,0,2,0,0,0,40,16,58,3,6,5
g66371.t1,g66371,30,2,0,0,0,0,34,64,6,17,14,79,20
g66372.t1,g66372,0,12,0,10,0,12,0,27,2,18,0,2,0
g66373.t1,g66373,369,401,127,308,107,1173,274,334,64,190,210,331,240
g66374.t1,292620684,10,0,2,0,0,6,0,6,2,0,0,2,1
g66375.t1,g66375,0,0,2,0,0,2,0,0,0,0,2,0,0
g66376.t1,B4galt7,30,6,81,36,47,206,28,45,10,37,42,40,36
g66377.t1,PHGDH,72,8,32,6,122,54,12,42,34,22,17,86,67
g66378.t1,Scyl1,266,224,319,138,197,435,100,432,178,194,141,588,413
g66379.t1,g66379,46,24,7,24,5,72,48,101,13,44,51,108,39
g6638.t1,Sdr39u1,42,149,11,19,82,77,42,78,30,54,52,36,56
g66380.t1,g66380,70,2,2,6,6,36,6,4,8,0,2,10,9
g66381.t1,g66381,16,4,0,2,0,14,4,12,0,4,4,4,2
g66382.t1,g66382,2,2,0,0,0,2,0,8,4,0,0,0,4
g66383.t1,g66383,0,0,0,0,0,0,0,0,0,0,0,0,0
g66384.t1,g66384,69,60,27,42,48,69,26,56,58,46,64,126,116
g66385.t1,g66385,8,8,2,4,2,4,2,4,2,5,4,14,4
g66386.t1,g66386,52,6,18,0,0,4,4,86,10,18,40,12,50
g66387.t1,g66387,123,24,1,21,16,124,9,16,20,13,12,61,26
g66388.t1,g66388,16,10,2,0,0,4,0,8,0,0,0,10,2
g66389.t1,g66389,4,2,0,2,0,11,2,6,0,0,6,7,2
g6639.t1,g6639,96,45,5,14,6,116,17,44,8,18,31,94,48
g66390.t1,g66390,4,2,0,6,0,25,0,2,4,2,0,0,4
g66391.t1,g66391,51,30,4,25,15,49,17,48,12,26,19,42,23
g66392.t1,g66392,24,2,0,6,6,18,2,6,4,6,4,17,6
g66393.t1,g66393,14,16,0,2,2,20,4,6,10,2,3,32,26
g66394.t1,g66394,20,18,32,2,28,22,2,60,15,30,40,46,73
g66395.t1,g66395,24,10,0,22,2,4,13,15,2,7,9,6,18
g66396.t1,C11orf46,18,6,0,2,19,9,4,2,2,7,6,3,6
g66397.t1,ABCC2,6,2,0,0,2,0,2,7,4,2,1,8,2
g66398.t1,g66398,6,2,0,2,2,4,4,2,0,6,0,2,2
g66399.t1,g66399,48,32,2,20,28,2,4,32,20,4,16,2,34
g664.t1,g664,120,50,2,25,60,114,18,343,80,142,58,253,246
g6640.t1,g6640,112,161,17,106,71,80,22,122,50,56,141,105,160
g66400.t1,EPB41L4A,382,288,122,145,78,189,138,735,233,549,259,279,455
g66401.t1,PPCS,2,8,4,12,31,20,4,10,8,2,12,8,20
g66402.t1,g66402,58,24,15,7,12,104,20,68,16,23,17,56,39
g66403.t1,Ap1g1,552,368,369,216,223,506,336,625,194,522,281,585,610
g66404.t1,198431331,370,132,74,93,196,186,83,548,367,259,111,360,278
g66405.t1,g66405,832,326,8,98,263,109,199,373,279,358,212,372,223
g66406.t1,g66406,0,0,0,2,8,4,0,4,0,2,2,8,6
g66407.t1,198436244,82,152,36,66,2,45,22,191,55,191,261,206,67
g66408.t1,COL6A6,66,10,57,20,0,103,24,135,62,93,113,145,64
g66409.t1,SELP,614,341,348,174,52,1527,58,682,374,556,187,655,472
g6641.t1,HPSE,18,11,12,29,14,56,33,44,8,3,42,12,51
g66410.t1,198437330,0,0,12,12,0,43,0,6,0,0,1,2,0
g66411.t1,g66411,0,0,0,0,0,2,0,0,0,0,0,0,0
g66412.t1,SLC6A12,12,0,5,6,6,23,2,8,2,6,4,0,7
g66413.t1,g66413,0,0,0,0,2,0,0,2,0,0,0,0,0
g66414.t1,g66414,20,44,2,7,18,22,6,58,6,4,10,31,18
g66415.t1,g66415,0,0,0,0,0,0,0,0,0,0,0,0,0
g66416.t1,g66416,0,0,0,0,4,2,0,0,0,0,2,0,2
g66417.t1,g66417,120,22,150,24,56,116,14,83,34,36,127,224,163
g66418.t1,g66418,21,6,1,8,8,40,1,15,2,13,4,6,6
g66419.t1,g66419,104,32,2,18,42,8,40,184,103,80,61,127,111
g6642.t1,g6642,160,68,31,37,0,183,32,317,81,144,96,357,279
g66420.t1,g66420,4,0,2,2,6,2,6,14,0,6,2,8,10
g66421.t1,ZW10,204,44,43,114,171,269,32,84,16,60,64,50,56
g66422.t1,g66422,218,392,194,263,14,187,47,361,163,208,66,231,51
g66423.t1,g66423,102,32,8,2,0,72,3,16,6,0,0,17,0
g66424.t1,g66424,45,6,2,6,4,12,7,18,10,12,4,0,0
g66425.t1,g66425,108,36,2,6,6,20,38,81,28,49,4,4,2
g66426.t1,g66426,62,6,18,12,20,69,51,46,28,16,34,94,65
g66427.t1,g66427,60,58,0,43,18,53,4,6,2,6,14,115,15
g66428.t1,g66428,50,19,2,16,6,49,10,18,22,6,7,36,12
g66429.t1,g66429,11,0,0,0,2,2,0,4,0,4,0,2,3
g6643.t1,GAS8,951,374,683,92,24,1396,365,1251,307,600,654,1731,1831
g66430.t1,g66430,34,14,0,14,8,41,6,12,2,8,12,20,12
g66431.t1,g66431,0,0,3,4,2,2,0,0,0,0,2,8,2
g66432.t1,g66432,12,2,6,8,16,40,30,31,26,8,14,28,24
g66433.t1,AEBP2,46,10,26,22,109,12,42,194,58,40,82,177,207
g66434.t1,221126506,8,0,0,4,4,12,0,14,0,6,4,4,2
g66435.t1,g66435,6,4,0,6,0,2,0,2,6,10,0,10,0
g66436.t1,g66436,70,61,2,4,10,16,20,67,28,41,16,26,60
g66437.t1,g66437,16,2,4,10,2,22,6,15,4,6,10,4,8
g66438.t1,g66438,12,8,1,11,8,48,16,47,10,13,12,54,43
g66439.t1,g66439,6,2,0,0,2,0,0,2,2,0,4,2,5
g6644.t1,g6644,16,0,6,0,34,38,0,4,2,0,13,6,8
g66440.t1,g66440,0,0,0,0,0,6,0,0,0,0,0,0,0
g66441.t1,g66441,0,0,0,0,4,8,0,12,0,0,0,0,2
g66442.t1,g66442,14,10,4,2,6,26,2,12,8,2,4,27,18
g66443.t1,g66443,2,0,0,0,0,0,0,0,0,0,0,0,0
g66444.t1,g66444,6,13,0,0,0,16,0,6,2,2,0,0,6
g66445.t1,g66445,31,18,0,4,14,31,6,22,10,11,20,62,16
g66446.t1,g66446,42,37,12,42,14,138,45,86,3,55,49,82,64
g66447.t1,g66447,10,6,16,2,18,67,6,71,22,33,3,42,45
g66448.t1,g66448,325,180,57,55,54,169,170,174,65,97,116,205,364
g66449.t1,ZFP62,0,0,0,0,0,4,0,2,0,0,6,0,2
g6645.t1,g6645,32,2,0,2,0,4,0,11,6,10,6,50,16
g66450.t1,g66450,6,46,12,6,2,22,0,34,2,6,0,4,40
g66451.t1,Suclg2,152,137,144,68,187,214,23,302,66,160,154,406,164
g66452.t1,HSDL1,14,4,10,23,24,16,37,20,8,10,18,26,34
g66453.t1,g66453,34,2,9,10,2,14,12,2,0,0,10,2,2
g66454.t1,g66454,370,122,50,265,162,112,128,324,91,258,78,365,216
g66455.t1,g66455,12,18,18,10,4,35,0,30,14,2,33,32,14
g66456.t1,CRELD2,1272,110,425,58,44,398,183,1760,589,1263,370,1121,2464
g66457.t1,g66457,34,18,4,40,11,62,6,36,6,12,11,25,10
g66458.t1,g66458,0,2,0,0,0,2,0,4,0,0,0,2,0
g66459.t1,154426286,1014,822,239,508,592,234,593,2204,1206,1127,809,1194,1562
g6646.t1,g6646,12,2,0,2,6,2,4,36,18,14,4,2,10
g66460.t1,Frmd6,134,287,39,79,105,184,74,285,58,216,92,278,157
g66461.t1,g66461,6,3,0,4,75,32,0,10,12,0,4,0,30
g66462.t1,g66462,18,14,3,0,0,4,2,31,4,14,2,8,6
g66463.t1,198429054,51,30,8,2,2,14,14,70,22,10,13,28,17
g66464.t1,198429052,78,20,20,28,56,106,107,184,38,131,125,109,150
g66465.t1,g66465,466,205,5,107,42,13,80,231,113,185,91,176,125
g66466.t1,g66466,30,2,4,4,0,14,14,8,4,2,4,20,8
g66467.t1,g66467,2,4,0,0,5,0,2,2,4,2,1,0,4
g66468.t1,g66468,22,12,13,14,6,92,8,8,4,14,6,21,20
g66469.t1,g66469,242,32,19,67,0,64,39,48,14,34,122,123,72
g6647.t1,Stard6,7,0,8,21,16,4,6,64,4,20,6,14,32
g66470.t1,Arf5,100,26,100,26,2,126,6,66,44,32,46,130,90
g66471.t1,Unkl,162,42,14,40,34,82,32,44,34,60,40,62,46
g66472.t1,g66472,0,0,0,0,0,8,0,0,0,0,0,0,0
g66473.t1,FGF16,76,66,40,8,2,164,42,285,66,116,42,215,155
g66474.t1,Csnk1d,595,378,277,114,202,835,251,661,356,407,290,616,610
g66475.t1,g66475,154,194,9,68,33,319,45,142,36,131,58,192,99
g66476.t1,g66476,56,20,1,0,0,8,0,40,0,0,12,18,62
g66477.t1,g66477,22,4,0,1,2,11,2,5,2,6,4,2,24
g66478.t1,g66478,0,0,0,0,4,2,0,0,0,0,0,2,0
g66479.t1,g66479,2,0,0,0,0,16,0,6,0,2,0,4,0
g6648.t1,g6648,26,14,4,12,6,2,2,77,58,91,41,43,37
g66480.t1,g66480,4,0,0,2,0,2,0,0,0,0,0,0,0
g66481.t1,PTF1A,0,2,0,0,0,0,0,0,0,0,0,0,0
g66482.t1,198433128,52,4,28,6,10,37,15,50,2,34,12,28,30
g66483.t1,g66483,132,16,2,12,0,87,4,42,8,10,12,23,44
g66484.t1,g66484,4,0,0,2,0,4,0,2,0,0,0,5,0
g66485.t1,g66485,4,0,0,0,0,1,0,0,0,0,0,0,0
g66486.t1,g66486,161,34,20,20,0,95,45,99,18,28,45,177,95
g66487.t1,g66487,4,0,0,0,2,6,0,2,0,0,0,2,0
g66488.t1,g66488,12,16,2,2,2,17,2,2,4,8,0,12,2
g66489.t1,g66489,206,260,48,172,94,178,204,583,98,380,393,769,514
g6649.t1,ASF1A,10,18,16,6,16,24,6,48,8,12,27,14,10
g66490.t1,g66490,0,0,2,16,0,6,0,0,2,0,0,0,0
g66491.t1,C10orf112,4,2,82,37,0,221,0,2,2,4,0,4,2
g66492.t1,Mfsd7,20,22,44,24,15,82,28,106,20,22,50,52,78
g66493.t1,g66493,42,110,3,12,8,56,21,66,22,30,8,68,32
g66494.t1,g66494,30,0,2,0,6,25,11,28,4,35,6,69,20
g66495.t1,g66495,150,156,37,24,66,55,73,101,80,73,84,235,255
g66496.t1,g66496,28,8,0,2,0,28,0,9,6,37,2,8,7
g66497.t1,g66497,60,10,0,17,5,95,16,31,10,18,15,27,26
g66498.t1,SDF4,52,18,40,26,26,132,28,4,10,6,43,89,76
g66499.t1,Agphd1,6,6,12,8,18,21,0,16,4,10,2,16,14
g665.t1,g665,0,0,0,0,0,2,2,0,0,0,0,0,14
g6650.t1,g6650,0,0,2,4,2,4,1,2,2,0,2,24,0
g66500.t1,g66500,6,16,2,0,4,10,0,2,0,0,0,2,0
g66501.t1,g66501,0,0,0,0,0,0,0,0,0,0,0,0,0
g66502.t1,g66502,6,0,0,2,2,10,0,0,0,0,2,0,4
g66503.t1,B3GNT5,87,66,77,110,96,263,33,76,22,57,160,150,129
g66504.t1,ASAH2,32,142,125,38,78,158,22,206,65,106,120,141,215
g66505.t1,Pex5,12,2,0,6,10,6,0,16,2,4,17,20,24
g66506.t1,Hunk,100,20,50,31,4,95,42,58,20,59,16,76,59
g66507.t1,g66507,10,6,0,0,2,4,0,6,6,2,2,5,2
g66508.t1,g66508,28,9,3,6,1,18,0,3,2,0,4,12,6
g66509.t1,g66509,29,12,2,12,18,90,2,47,10,23,18,33,64
g6651.t1,g6651,0,0,0,0,0,0,0,0,0,0,0,0,0
g66510.t1,g66510,44,55,6,18,10,132,19,84,8,24,35,149,60
g66511.t1,ZNF729,4,14,8,8,0,34,4,18,8,12,28,40,10
g66512.t1,g66512,2,6,0,0,2,4,2,21,0,2,4,4,0
g66513.t1,g66513,6,4,0,0,0,0,0,0,6,0,0,2,0
g66514.t1,g66514,16,4,0,2,4,4,5,4,2,12,4,9,0
g66515.t1,g66515,34,15,4,6,10,48,37,30,6,16,6,56,31
g66516.t1,g66516,2,0,0,1,0,2,2,0,2,0,0,0,0
g66517.t1,Gpr98,1058,695,411,271,81,1355,271,1869,795,1302,437,1075,1098
g66518.t1,g66518,10,2,2,5,0,12,0,2,2,0,2,10,0
g66519.t1,g66519,167,242,78,95,36,620,155,344,63,195,102,353,186
g6652.t1,g6652,119,154,13,39,32,87,38,244,32,81,77,192,128
g66520.t1,g66520,8,4,0,4,0,14,0,2,2,1,2,9,4
g66521.t1,g66521,0,0,1,2,2,5,2,4,0,0,6,2,4
g66522.t1,Tlx2,0,0,0,0,0,2,0,2,0,0,4,0,6
g66523.t1,g66523,42,4,14,6,0,109,8,46,1,16,20,25,27
g66524.t1,g66524,14,4,0,0,2,2,2,7,0,0,0,4,0
g66525.t1,g66525,182,152,47,36,7,68,171,290,48,155,131,223,299
g66526.t1,g66526,36,66,24,56,65,72,0,79,40,79,49,60,38
g66527.t1,g66527,14,4,2,6,8,104,2,14,2,6,12,8,10
g66528.t1,g66528,52,36,6,18,4,62,14,55,16,16,27,101,55
g66529.t1,g66529,58,56,2,9,8,119,6,32,18,21,9,98,19
g6653.t1,g6653,22,21,24,32,10,165,16,27,2,10,21,24,14
g66530.t1,ZNF227,0,2,8,6,9,32,8,14,0,4,21,17,22
g66531.t1,g66531,102,62,14,4,12,42,2,82,42,166,40,52,53
g66532.t1,g66532,20,40,7,0,0,0,12,3,4,24,6,5,7
g66533.t1,Metap1d,6,20,18,13,2,28,8,37,8,6,18,40,16
g66534.t1,Nek1,390,166,166,114,162,560,262,318,128,137,128,945,628
g66535.t1,g66535,0,2,0,0,0,0,0,0,0,0,2,0,0
g66536.t1,198413199,2,6,0,8,0,24,0,8,2,0,2,1,2
g66537.t1,g66537,16,2,6,8,2,77,14,6,0,2,20,46,8
g66538.t1,198436763,273,194,153,459,1198,406,64,380,182,205,419,463,238
g66539.t1,g66539,6,2,0,2,0,22,0,2,2,0,0,8,5
g6654.t1,g6654,21,26,11,16,10,65,26,64,5,29,33,53,45
g66540.t1,260831236,4,0,97,14,0,50,0,0,2,0,6,6,0
g66541.t1,g66541,56,14,23,31,18,83,28,44,8,23,37,56,47
g66542.t1,g66542,12,6,0,4,5,29,0,34,8,16,2,22,10
g66543.t1,g66543,223,221,63,77,16,666,88,296,53,113,88,420,193
g66544.t1,g66544,10,24,0,6,6,14,6,11,2,13,2,15,6
g66545.t1,g66545,0,0,0,0,0,2,0,0,0,0,0,0,0
g66546.t1,g66546,4,2,3,9,0,17,4,18,4,6,6,8,10
g66547.t1,g66547,0,2,0,2,2,11,0,12,2,9,2,8,4
g66548.t1,TM9SF4,216,220,193,105,76,183,103,224,96,151,65,106,174
g66549.t1,ETS2,238,94,18,38,79,113,135,197,78,137,60,166,148
g6655.t1,g6655,18,8,0,6,10,0,0,17,2,18,1,23,4
g66550.t1,g66550,4,0,0,4,4,12,0,1,2,0,0,0,0
g66551.t1,g66551,115,8,0,12,8,8,27,7,4,4,12,32,18
g66552.t1,g66552,450,88,194,115,104,2264,202,144,39,96,155,339,212
g66553.t1,g66553,18,10,2,18,0,43,10,14,4,6,4,83,29
g66554.t1,g66554,52,46,16,22,14,84,23,112,8,37,27,80,40
g66555.t1,g66555,106,44,0,6,0,24,33,187,31,46,14,198,100
g66556.t1,g66556,22,10,5,20,29,16,5,14,18,5,5,8,14
g66557.t1,Dicer1,10,0,4,16,21,12,0,8,0,6,4,4,30
g66558.t1,Dicer1,12,4,4,8,15,17,0,3,2,0,0,4,16
g66559.t1,Dicer1,12,0,0,4,22,5,2,8,6,0,8,0,28
g6656.t1,g6656,166,186,0,21,42,15,42,207,56,82,17,65,50
g66560.t1,Adprhl2,6,2,5,0,0,6,2,8,2,5,0,0,0
g66561.t1,g66561,90,77,0,20,2,26,15,116,40,18,31,69,59
g66562.t1,RAB2A,56,24,26,24,4,58,12,32,12,16,5,4,24
g66563.t1,Pxdn,142,113,2,6,4,34,24,497,167,306,6,0,10
g66564.t1,g66564,18,0,2,10,0,8,0,21,2,2,2,6,2
g66565.t1,g66565,44,26,3,41,26,26,47,63,8,30,26,87,43
g66566.t1,Gnaq,4,0,41,12,0,90,20,4,0,0,18,26,10
g66567.t1,g66567,6,8,3,10,2,17,9,11,2,0,5,14,11
g66568.t1,g66568,62,12,2,10,6,60,8,15,2,4,2,29,10
g66569.t1,g66569,4,0,0,0,0,6,0,3,0,0,0,4,0
g6657.t1,g6657,143,17,8,81,14,25,74,67,39,80,32,39,37
g66570.t1,ZMYM1,30,22,6,4,0,32,3,43,4,16,4,28,12
g66571.t1,g66571,10,1,0,2,0,8,11,4,2,2,0,8,2
g66572.t1,g66572,20,2,0,12,4,20,24,4,4,0,2,32,18
g66573.t1,g66573,104,66,8,37,19,33,46,38,24,17,19,75,31
g66574.t1,SLC12A2,1118,260,101,177,76,292,98,140,112,218,116,114,175
g66574.t2,SLC12A2,698,87,17,63,28,38,24,84,60,80,42,65,85
g66575.t1,g66575,0,0,0,2,0,20,0,0,0,0,0,0,0
g66576.t1,g66576,113,359,27,154,40,181,89,187,50,135,116,71,80
g66577.t1,g66577,14,50,6,17,4,34,0,51,4,8,20,30,26
g66578.t1,g66578,8,18,2,0,8,8,12,12,2,2,0,8,14
g66579.t1,g66579,6,0,0,4,30,18,0,35,24,15,4,0,0
g6658.t1,Serpinb2,846,1162,785,1980,104,948,216,1339,664,1185,785,1013,689
g66580.t1,g66580,27,10,1,2,0,13,0,8,8,0,0,18,0
g66581.t1,g66581,8,0,0,0,0,0,0,0,0,0,0,2,0
g66582.t1,g66582,0,0,0,0,0,0,0,0,0,0,0,0,0
g66583.t1,g66583,12,0,0,7,2,7,0,2,0,7,3,16,0
g66584.t1,g66584,14,8,0,1,0,31,8,14,0,6,0,35,8
g66585.t1,g66585,10,0,2,8,2,10,0,4,0,6,2,4,6
g66586.t1,g66586,24,36,0,6,0,336,24,0,40,10,0,14,2
g66587.t1,Mesdc2,106,34,204,234,131,625,24,253,36,34,140,234,134
g66588.t1,g66588,190,162,39,59,38,222,42,156,80,353,32,57,114
g66589.t1,Nup107,0,2,0,0,12,5,0,4,0,0,0,2,3
g6659.t1,g6659,248,134,246,559,50,269,70,839,274,460,420,563,508
g66590.t1,Fap,6,8,76,24,0,152,0,2,3,6,0,0,2
g66591.t1,g66591,18,27,7,2,12,45,2,85,6,34,6,65,62
g66592.t1,g66592,94,170,30,40,40,899,20,312,91,136,42,270,148
g66593.t1,g66593,10,6,2,0,2,4,12,14,2,16,0,2,4
g66594.t1,g66594,24,2,0,6,24,20,10,14,6,5,0,36,111
g66595.t1,g66595,4,6,0,1,0,4,0,2,0,2,0,0,0
g66596.t1,g66596,28,16,9,27,15,23,8,76,14,54,113,61,46
g66597.t1,ZMYM1,0,2,0,0,2,15,0,31,10,10,0,0,2
g66598.t1,g66598,16,4,2,18,1,37,8,12,0,8,7,21,0
g66599.t1,198423752,10,162,2,6,0,442,6,14,117,20,2,70,14
g666.t1,g666,58,48,5,9,0,16,4,48,22,30,2,32,12
g6660.t1,g6660,2,164,53,58,36,66,0,201,76,154,53,146,121
g66600.t1,g66600,231,49,15,62,49,123,99,75,12,36,24,160,106
g66601.t1,g66601,6,0,0,0,0,0,2,2,2,0,0,0,0
g66602.t1,g66602,19,4,0,4,0,4,12,6,2,6,0,12,1
g66603.t1,g66603,20,0,2,10,4,8,0,14,4,23,20,6,8
g66604.t1,CHDH,91,54,24,38,3,128,73,235,12,68,59,114,119
g66605.t1,g66605,4,66,0,0,0,0,0,0,0,0,0,0,0
g66606.t1,Taf8,78,43,24,59,90,61,69,86,78,60,76,135,100
g66607.t1,HSD17B10,40,16,22,29,66,47,12,37,20,16,30,21,20
g66608.t1,g66608,68,10,120,158,254,233,15,43,16,35,323,150,81
g66609.t1,g66609,4,4,2,0,0,6,2,2,0,5,3,0,2
g6661.t1,g6661,70,142,32,34,39,72,19,138,58,108,25,102,116
g66610.t1,g66610,14,8,0,2,2,6,1,9,1,14,3,16,8
g66611.t1,g66611,459,579,115,285,555,461,257,546,144,416,266,468,406
g66612.t1,Aass,52,35,64,28,34,38,24,100,12,49,34,82,33
g66613.t1,g66613,2,2,0,0,0,1,2,0,0,0,0,5,0
g66614.t1,g66614,5,0,0,2,0,12,0,15,0,10,1,6,4
g66615.t1,g66615,18,10,2,2,4,35,0,10,10,6,4,61,10
g66616.t1,g66616,8,6,0,2,0,14,0,14,10,4,0,17,8
g66617.t1,g66617,0,0,0,0,0,0,0,0,0,2,0,0,0
g66618.t1,g66618,4,58,1,8,6,25,0,10,4,4,13,14,8
g66619.t1,g66619,10,26,0,4,2,24,0,11,2,2,10,16,4
g6662.t1,g6662,20,8,1,2,2,22,1,8,2,6,2,4,2
g66620.t1,g66620,10,10,0,0,2,6,2,10,6,0,3,4,9
g66621.t1,g66621,12,2,2,4,4,21,6,22,4,3,4,11,14
g66622.t1,g66622,24,4,2,4,2,29,2,4,0,2,3,11,2
g66623.t1,g66623,4,0,1,0,0,11,3,6,4,4,0,16,4
g66624.t1,g66624,12,2,2,2,0,6,2,0,0,0,0,10,2
g66625.t1,g66625,64,24,21,38,28,132,51,86,22,41,40,81,51
g66626.t1,g66626,12,3,0,0,4,11,0,0,4,0,2,2,2
g66627.t1,MB21D2,4,4,2,2,0,4,15,15,8,8,8,3,9
g66628.t1,g66628,28,2,0,22,0,76,2,19,0,8,0,22,4
g66629.t1,g66629,37,61,20,42,26,357,72,133,26,75,71,255,151
